fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,pintMax,horaPIntMax
2023-01-01,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,4","3,5","5,2",07:01,"15,7",15:23,09,"1,7","6,1",12:22,"6,0","1015,7",00,"1011,0",15,76,96,Varias,50,13:10,"0,0",
2023-01-02,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,6","0,2","8,4",00:54,"12,9",15:30,99,"2,5","5,8",Varias,"0,0","1016,4",Varias,"1012,3",01,93,99,Varias,85,12:38,"4,2",04:58
2023-01-03,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,5","0,1","7,6",07:34,"17,4",15:30,08,"1,7","6,1",12:09,"6,5","1021,0",23,"1016,2",01,88,100,Varias,70,15:04,"0,6",07:28
2023-01-04,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"11,8","0,0","5,5",06:43,"18,1",15:32,09,"1,7","5,8",Varias,"9,1","1023,4",Varias,"1019,9",18,83,99,Varias,59,14:01,"0,0",
2023-01-05,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"11,4","0,0","3,4",06:53,"19,5",15:45,99,"1,7","5,8",Varias,"9,1","1020,4",00,"1015,2",18,79,100,Varias,52,16:18,"0,0",
2023-01-06,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,3","0,1","2,8",07:23,"17,8",15:28,07,"0,3","5,0",09:40,"9,0","1017,8",Varias,"1014,4",15,86,100,Varias,58,15:11,"0,0",
2023-01-07,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,6","7,4","3,8",03:31,"15,5",14:32,99,"0,8","4,2",Varias,"3,5","1017,9",Varias,"1013,5",24,91,100,Varias,72,14:37,"1,2",Varias
2023-01-08,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"15,1","4,4","12,1",00:00,"18,1",13:19,24,"5,3","15,0",10:34,"3,1","1013,5",00,"1009,5",16,93,99,Varias,84,13:20,"6,6",08:59
2023-01-09,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"15,0","0,1","10,7",23:34,"19,4",15:26,99,"3,3","9,2",Varias,"4,3","1019,1",Varias,"1012,2",02,90,98,Varias,77,15:18,"0,6",01:02
2023-01-10,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"11,9",Ip,"7,9",23:31,"15,9",13:57,09,"0,6","4,7",15:28,"6,1","1021,6",Varias,"1018,4",16,91,99,Varias,75,15:11,"0,6",04:15
2023-01-11,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,2","0,0","5,8",03:43,"14,7",15:10,04,"1,1","5,0",10:21,"4,8","1020,4",Varias,"1017,2",15,87,100,Varias,73,13:49,"0,0",
2023-01-12,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,0","0,0","6,1",03:29,"17,8",14:50,09,"2,2","6,7",10:11,"9,2","1020,2",Varias,"1016,7",16,79,100,Varias,54,15:25,"0,0",
2023-01-13,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,6","0,0","3,4",06:23,"17,7",16:11,09,"1,1","6,1",11:08,"9,1","1019,5",Varias,"1015,5",15,80,99,Varias,50,16:08,"0,0",
2023-01-14,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,7","0,0","1,9",07:55,"17,5",15:02,08,"1,4","5,8",11:14,"9,3","1019,1",Varias,"1014,4",17,78,99,Varias,50,14:35,"0,0",
2023-01-15,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,1","0,2","1,8",07:21,"16,4",15:48,99,"1,1","5,8",Varias,"7,8","1017,3",Varias,"1013,5",16,83,99,Varias,66,13:12,"1,2",16:18
2023-01-16,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"7,4",Ip,"2,4",07:24,"12,4",16:30,99,"3,1","11,7",Varias,"0,4","1015,6",Varias,"1005,4",24,88,98,Varias,79,11:15,"-0,3",20:24
2023-01-17,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,6","1,5","8,0",23:10,"17,3",13:10,25,"7,2","17,5",07:40,"0,0","1005,4",00,"997,5",15,69,96,03:00,44,16:00,"3,0",22:25
2023-01-18,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"8,8","0,0","4,2",21:28,"13,3",14:34,99,"4,2","11,7",Varias,"9,0","1012,1",Varias,"997,9",08,61,90,Varias,38,15:27,"0,6",Varias
2023-01-19,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"6,2","0,0","-0,5",05:59,"13,0",14:20,24,"2,5","10,3",15:11,"7,8","1016,2",10,"1011,5",24,73,97,Varias,51,14:24,"0,0",
2023-01-20,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,8","1,8","8,4",06:36,"13,3",13:57,26,"1,4","8,9",03:28,"0,3","1011,7",Varias,"1009,5",07,93,100,Varias,75,00:00,"2,4",Varias
2023-01-21,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,8","0,0","9,4",20:17,"16,3",15:42,99,"0,8","6,7",Varias,"5,4","1011,3",Varias,"1008,6",15,90,100,Varias,68,15:44,"0,0",
2023-01-22,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"5,8","0,0","-0,7",23:30,"12,2",15:30,99,"3,1","8,3",Varias,"9,6","1016,5",Varias,"1011,2",00,57,96,23:59,31,12:37,"0,0",
2023-01-23,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"4,8","0,0","-3,0",06:52,"12,6",14:32,99,"2,2","7,8",Varias,"9,6","1014,7",00,"1008,6",17,63,98,Varias,35,14:26,"0,0",
2023-01-24,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"5,6","0,0","-1,6",06:21,"12,8",14:55,99,"2,8","9,2",11:10,"9,5","1013,7",Varias,"1010,2",01,67,99,Varias,36,14:36,"0,0",
2023-01-25,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"6,0","0,0","-2,3",06:39,"14,3",16:34,12,"1,1","7,8",Varias,"8,6","1016,1",Varias,"1013,0",00,68,98,Varias,38,16:28,"0,0",
2023-01-26,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"3,6","0,0","-3,9",07:42,"11,0",14:45,34,"0,8","6,1",22:20,"5,7","1014,9",00,"1007,0",Varias,74,99,Varias,48,14:43,"0,0",
2023-01-27,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"5,8","0,0","-3,4",07:25,"14,9",16:42,23,"0,6","5,8",15:16,"9,8","1008,8",Varias,"1004,9",16,64,100,07:00,36,16:28,"0,0",
2023-01-28,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"5,6","0,0","-1,9",07:35,"13,0",15:02,07,"1,7","8,3",11:54,"9,8","1011,1",Varias,"1007,1",01,62,95,Varias,32,14:51,"0,0",
2023-01-29,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"5,4","0,0","-2,9",05:04,"13,8",15:11,05,"3,6","9,2",11:51,"9,8","1014,7",Varias,"1010,2",15,63,98,Varias,30,14:58,"0,0",
2023-01-30,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"6,7","0,0","-1,6",04:37,"15,0",14:46,07,"2,5","8,9",13:38,"9,9","1019,1",Varias,"1014,5",01,61,95,Varias,30,16:43,"0,0",
2023-01-31,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"7,8","0,0","-2,1",06:45,"17,6",15:47,07,"1,4","7,8",11:54,"10,0","1020,3",Varias,"1015,8",16,60,97,Varias,27,15:22,"0,0",
2023-02-01,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"8,2","0,0","-2,2",07:23,"18,5",15:55,99,"1,7","6,1",Varias,"10,0","1018,3",Varias,"1014,3",15,61,98,Varias,25,16:02,"0,0",
2023-02-02,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"8,0","0,0","-2,3",06:44,"18,2",16:20,08,"0,6","6,1",10:45,"10,0","1019,5",Varias,"1016,4",03,65,98,Varias,31,15:37,"0,0",
2023-02-03,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,4","0,0","-1,3",07:11,"20,0",15:39,99,"0,3","4,7",Varias,"10,0","1021,9",Varias,"1017,6",16,58,98,07:00,20,15:38,"0,0",
2023-02-04,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"8,8","0,0","-2,2",07:24,"19,9",16:10,99,"1,1","4,7",Varias,"10,0","1021,8",Varias,"1017,1",16,57,98,Varias,25,14:52,"0,0",
2023-02-05,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,0","0,0","-1,1",04:41,"21,2",15:52,08,"2,8","9,2",10:03,"10,1","1019,8",Varias,"1015,3",16,54,97,Varias,23,15:28,"0,0",
2023-02-06,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,0","36,6","-1,7",07:35,"19,6",16:23,99,"0,3","5,0",Varias,"10,1","1015,9",00,"1007,0",16,60,97,Varias,30,16:38,"2,4",23:58
2023-02-07,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"8,6","2,0","6,7",02:59,"10,4",15:30,05,"3,6","10,8",07:04,"0,2","1010,0",Varias,"1006,4",16,90,99,07:00,72,00:00,"40,8",02:56
2023-02-08,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,5","0,0","5,7",07:00,"15,3",14:10,99,"1,9","6,7",Varias,"5,3","1013,4",Varias,"1007,9",00,78,97,Varias,54,14:20,"0,0",
2023-02-09,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,6","0,0","3,8",07:29,"17,4",15:05,22,"1,7","9,2",20:14,"10,1","1021,3",Varias,"1013,4",00,69,98,Varias,41,15:14,"0,0",
2023-02-10,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,8","0,0","4,3",Varias,"15,2",Varias,07,"6,4","14,4",15:11,"9,7","1022,4",Varias,"1017,4",17,57,89,00:00,36,16:21,"0,0",
2023-02-11,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,6","0,0","3,9",06:18,"17,4",14:51,07,"5,0","10,3",17:18,"9,8","1019,4",00,"1014,2",16,54,80,Varias,33,16:18,"0,0",
2023-02-12,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,8","0,0","4,4",Varias,"17,3",16:25,99,"2,8","7,2",Varias,"4,8","1018,8",Varias,"1016,1",16,59,89,Varias,41,16:33,"0,0",
2023-02-13,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,6","0,0","2,6",04:08,"18,7",14:53,07,"3,1","8,9",12:59,"9,5","1020,5",10,"1016,1",16,63,97,Varias,36,16:31,"0,0",
2023-02-14,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,6","0,0","7,0",05:19,"18,2",14:54,07,"3,3","7,8",11:15,"8,1","1017,6",00,"1013,0",16,60,89,Varias,41,15:02,"0,0",
2023-02-15,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,8","0,0","6,0",07:28,"19,6",15:31,99,"2,5","8,9",Varias,"8,8","1015,1",Varias,"1011,5",15,62,95,Varias,37,15:38,"0,0",
2023-02-16,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,0","0,0","3,9",04:13,"20,2",15:19,99,"2,2","8,9",Varias,"10,0","1017,1",Varias,"1013,5",16,61,97,Varias,33,15:30,"0,0",
2023-02-17,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"13,4","0,0","8,1",06:06,"18,8",13:40,08,"4,7","11,7",11:12,"1,7","1016,7",Varias,"1012,8",16,56,78,Varias,36,13:32,"0,0",
2023-02-18,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"14,3","0,0","7,9",23:49,"20,7",12:56,99,"2,8","8,3",Varias,"6,0","1016,1",Varias,"1012,0",17,51,92,Varias,36,12:58,"0,0",
2023-02-19,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"14,6","0,0","7,6",00:18,"21,6",15:19,07,"2,2","8,9",Varias,"6,4","1013,9",00,"1009,5",15,61,92,00:00,33,15:21,"0,0",
2023-02-20,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"16,2","0,0","8,8",07:10,"23,5",15:41,07,"1,1","5,0",04:03,"8,1","1011,3",00,"1007,6",15,54,90,00:59,29,14:03,"0,0",
2023-02-21,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"14,4","0,0","6,9",05:40,"21,8",14:23,99,"2,2","7,8",Varias,"9,2","1010,0",Varias,"1006,4",16,65,95,Varias,38,13:53,"0,0",
2023-02-22,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"13,4","0,0","5,1",07:03,"21,6",14:59,21,"1,4","6,7",16:16,"9,4","1009,5",Varias,"1004,8",24,68,98,Varias,38,15:35,"0,0",
2023-02-23,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,8","0,0","2,4",23:46,"17,3",14:50,26,"3,1","9,7",14:03,"8,5","1004,8",00,"999,4",16,61,97,Varias,24,16:08,"0,0",
2023-02-24,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"7,2",Ip,"-1,5",07:06,"16,0",15:10,99,"1,7","8,3",Varias,"9,2","1001,7",00,"997,3",16,59,96,Varias,26,16:38,"0,0",
2023-02-25,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,4","0,9","3,9",02:22,"14,9",16:00,22,"1,9","8,9",12:14,"6,5","999,8",00,"996,2",17,69,95,Varias,36,16:19,"0,6",Varias
2023-02-26,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,7",Ip,"3,2",23:56,"16,2",16:14,29,"1,7","7,8",17:10,"6,0","1000,7",Varias,"997,1",16,70,97,Varias,43,16:59,"1,2",05:02
2023-02-27,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"8,2","0,0","1,2",04:17,"15,2",15:41,09,"2,5","9,7",11:13,"10,6","1007,9",Varias,"999,9",00,55,96,Varias,28,17:23,"0,0",
2023-02-28,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"6,2","0,0","-2,5",06:21,"14,9",15:25,99,"1,9","7,2",Varias,"10,9","1012,5",Varias,"1007,4",17,51,94,Varias,26,15:00,"0,0",
2023-03-01,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"6,2","0,0","-2,7",Varias,"15,0",16:30,99,"3,1","8,9",Varias,"10,0","1008,5",Varias,"1003,8",16,56,94,Varias,29,14:10,"0,0",
2023-03-02,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"6,8","0,0","-3,2",06:09,"16,9",15:19,99,"1,1","5,0",Varias,"11,1","1010,6",Varias,"1007,1",03,51,93,Varias,23,16:28,"0,0",
